ticker,name,sector,Earnings_expectation,irv_status,capm_status,esg_status,current_price,annu_return_10y,market_cap,marketcap_cat,beta,eps_ttm,growth_estimate_5y,pe_forward,pe_trailing,irv_FairValue,ESG_risk,capm_expected_return
REGI,"Renewable Energy Group, Inc.",Energy,,,,,32.62,0.12812944777119006,1639823616,,0.78,4.017,0.0529,9.267045,8.120487,,,
RELL,"Richardson Electronics, Ltd.",Technology,,,,,11.67,0.025219022542168013,155650960,,0.52,0.411,0.2,,28.39416,,,
REPH,"Recro Pharma, Inc.",Healthcare,,,,,1.55,-0.14522296077888908,72252472,,1.08,-0.571,0.15,-5.3448277,,,,
REYN,Reynolds Consumer Products Inc.,Consumer Cyclical,,,,,30.18,0.009150257276683726,6330556928,,,1.577,0.0229,17.344828,19.137604,,,
RGEN,Repligen Corporation,Healthcare,,,,,181.46,0.45559045569784584,10032651264,,0.81,2.101,0.285,57.97444,86.36839,,,
RGLS,Regulus Therapeutics Inc.,Healthcare,,,,,0.2085,-0.42435280692967403,30434954,,2.01,-0.31,0.396,-0.71896553,,,,
RGNX,REGENXBIO Inc.,Healthcare,,,,,25.26,-0.018512881177594642,1080349952,,0.92,-5.169,0.02,-6.2370367,,,,
RGP,"Resources Connection, Inc.",Industrials,,,,,16.42,0.04759840156824913,525957248,,1.0,1.1,0.08,11.56338,14.927273,,,
RIBT,RiceBran Technologies,Consumer Defensive,,,,,0.3044,-0.35994868762802557,15516394,,0.52,-0.131,0.4,-2.7672727,,,,
RICK,"RCI Hospitality Holdings, Inc.",Consumer Cyclical,,,,,63.27,0.21219141161664345,601059328,,1.97,3.369,0.4,12.70482,18.780054,,,
RIDE,Lordstown Motors Corp.,Consumer Cyclical,,,,,3.0,-0.11109319527930517,576692992,,0.42,-2.244,-0.379,-1.7857144,,,,
RIGL,"Rigel Pharmaceuticals, Inc.",Healthcare,,,,,2.36,-0.13641788991177817,403574144,,1.43,-0.085,0.7,-5.363636,,,,
RIOT,"Riot Blockchain, Inc",Technology,,,,,15.95,0.20813138200032236,1859498880,,4.28,0.188,0.2,8.763736,84.84043,,,
RIVN,"Rivian Automotive, Inc.",Consumer Cyclical,,,,,62.39,-0.04677458442907268,55115325440,,,-25.367,-0.9987,-12.732653,,,,
RKDA,"Arcadia Biosciences, Inc.",Basic Materials,,,,,0.9304,-0.3968671133631033,20640180,,-0.62,0.19,0.1496,-0.97936845,4.896842,,,
RKLB,"Rocket Lab USA, Inc.",Industrials,,,,,8.73,-0.01092848921249956,3921559296,,,-2.836,-0.6578,-72.75,,,,
RLAY,"Relay Therapeutics, Inc.",Healthcare,,,,,21.12,-0.049393910923287605,2281889280,,,-2.839,-0.972,-8.380953,,,,
RMBL,"RumbleOn, Inc.",Consumer Cyclical,,,,,25.22,-0.11441018233138767,376585024,,2.61,-9.71,0.25,8.214984,,,,
RMBS,"Rambus, Inc.",Technology,,,,,26.29,0.13183615724403341,2875205888,,0.99,0.002,0.0998,18.00685,13145.0,,,
RMNI,"Rimini Street, Inc.",Technology,,,,,4.51,-0.07419996082899816,392085888,,0.61,-0.297,0.15,21.476192,,,,
RMR,The RMR Group Inc.,Real Estate,,,,,29.34,0.11282073864450126,483669888,,1.73,2.145,-0.01,14.597015,13.678322,,,
RMTI,"Rockwell Medical, Inc.",Healthcare,,,,,0.3438,-0.288245083831033,32305650,,0.88,-0.346,0.38,-1.1855173,,,,
RNST,Renasant Corporation,Financial Services,,,,,36.0,0.10943803919239482,2006906368,,1.19,3.02,0.1,14.634146,11.92053,,,
ROAD,"Construction Partners, Inc.",Industrials,,,,,27.93,0.08724784526815664,1462702464,,0.97,0.39,0.528,27.116507,71.61539,,,
ROCC,Ranger Oil Corporation,Energy,,,,,29.63,-0.027103360669083254,624846336,,3.32,-8.424,0.1,3.5527577,,,,
ROCK,"Gibraltar Industries, Inc.",Industrials,,,,,49.01,0.118449733832912,1601661440,,0.99,1.746,0.2,13.464285,28.069872,,,
ROIC,Retail Opportunity Investments ,Real Estate,,,,,17.76,0.07990770542808745,2156490240,,1.5,0.453,0.08,53.81818,39.2053,,,
ROKU,"Roku, Inc.",Communication Services,,,,,121.97,0.17901279058775255,16388255744,,1.72,2.067,0.491,73.035934,59.00823,,,
ROLL,RBC Bearings Incorporated,Industrials,,,,,180.5,0.14712518870427638,5211070976,,1.37,3.115,0.11,31.12069,57.945427,,,
ROOT,"Root, Inc.",Financial Services,,,,,1.54,-0.24904191981293422,388849984,,,-2.336,0.33299999999999996,-1.0266666,,,,
RPAY,Repay Holdings Corporation,Technology,,,,,17.22,0.05962106496695463,1559091840,,1.05,-0.551,0.24789999999999998,17.752577,,,,
RPD,"Rapid7, Inc.",Technology,,,,,90.29,0.13575918478437932,5161572352,,1.37,-2.42,0.523,694.5385,,,,
RPRX,Royalty Pharma plc,Healthcare,,,,,38.54,-0.012768600457889412,16553354240,,,1.926,0.11900000000000001,12.157729,20.010386,,,
RRGB,"Red Robin Gourmet Burgers, Inc.",Consumer Cyclical,,,,,17.17,-0.06785892036469632,269847168,,2.76,-4.363,0.1,-35.770836,,,,
RRR,"Red Rock Resorts, Inc.",Consumer Cyclical,,,,,49.46,0.10941312455206888,3038159616,,2.45,1.627,1.6580000000000001,20.353909,30.399508,,,
RSSS,"Research Solutions, Inc",Technology,,,,,2.18,0.03878823804594678,58302140,,0.4,-0.026,0.3,-218.00002,,,,
RSVR,"Reservoir Media, Inc..",Communication Services,,,,,7.41,-0.02972454373052491,474753504,,,1.183,0.2,19.0,6.2637362,,,
RTLR,Rattler Midstream LP,Energy,,,,,12.94,-0.02145010586021001,516381024,,3.85,0.83,0.139,9.953846,15.590362,,,
RUN,Sunrun Inc.,Technology,,,,,20.9,0.0685455884476569,4326404096,,2.14,-1.044,0.4782,-58.055553,,,,
RUSHA,"Rush Enterprises, Inc.",Consumer Cyclical,,,,,49.34,0.12377369863664957,2712584960,,1.22,3.708,0.2866,11.803828,13.306365,,,
RUTH,"Ruth's Hospitality Group, Inc.",Consumer Cyclical,,,,,22.69,0.1495698511193948,778643648,,2.33,0.865,0.1418,16.807407,26.231215,,,
RVNC,"Revance Therapeutics, Inc.",Healthcare,,,,,12.63,-0.07264523927616673,906768320,,0.94,-4.472,0.11599999999999999,-3.5083334,,,,
RVSB,Riverview Bancorp Inc,Financial Services,,,,,7.74,0.14719669739272834,171554768,,0.81,0.879,0.12,9.674999,8.80546,,,
RWAY,Runway Growth Finance Corp.,Financial Services,,,,,12.96,0.00046414889090073963,536292576,,,,0.09,10.285714,,,,
RXRX,"Recursion Pharmaceuticals, Inc.",Healthcare,,,,,10.16,-0.10641691870532066,1716968832,,,-1.667,0.25,-9.071428,,,,
RXST,"RxSight, Inc.",Healthcare,,,,,12.71,-0.022757025517479046,347668064,,,-2.229,-1.605,-5.340336,,,,
RXT,"Rackspace Technology, Inc.",Technology,,,,,10.85,-0.04041139616165202,2278847232,,,-0.971,0.1704,9.954128,,,,
RYAAY,Ryanair Holdings plc,Industrials,,,,,106.51,0.13479662818172944,24136869888,,1.59,-3.27,0.635,15.732644,,,,
SABR,Sabre Corporation,Technology,,,,,11.48,-0.021406319089703363,3713056512,,2.07,-3.362,-0.3233,-20.14035,,,22.71,
SAFM,"Sanderson Farms, Inc.",Consumer Defensive,,,,,179.08,0.1539500515270802,3996796928,,0.68,20.38,-0.046,9.617615,8.787046,,,
SAFT,"Safety Insurance Group, Inc.",Financial Services,,,,,85.46,0.11254886448145696,1280378752,,0.32,10.206,0.15,19.422728,8.373506,,,
SAGE,"Sage Therapeutics, Inc.",Healthcare,,,,,34.04,0.012377084512884773,2005245440,,1.73,11.056,0.41100000000000003,-4.5568943,3.0788713,,,
SAIA,"Saia, Inc.",Industrials,,,,,257.07,0.3683991146449874,6770350080,,1.34,8.23,0.37799999999999995,22.471155,31.235725,,,
SALM,"Salem Media Group, Inc.",Communication Services,,,,,3.55,0.0700397607976464,95798520,,1.32,1.033,0.07,14.2,3.4365923,,,
SAMG,Silvercrest Asset Management Gr,Financial Services,,,,,17.15,0.07337076211238847,165552544,,0.71,1.192,0.121,9.171123,14.387583,,,
SANM,Sanmina Corporation,Technology,,,,,39.55,0.1242569994965308,2546102272,,1.06,4.01,-0.015,8.927766,9.862843,,,
SANW,S&W Seed Company,Consumer Defensive,,,,,2.11,-0.0967937013982213,81688856,,,-0.519,0.15,-6.205882,,,,
SASR,"Sandy Spring Bancorp, Inc.",Financial Services,,,,,47.23,0.13071758220813479,2154604288,,1.07,5.144,0.09300000000000001,12.561171,9.181571,,,
SATS,EchoStar Corporation,Technology,,,,,26.11,0.004028725855677262,2256251136,,0.66,1.609,0.05,26.373737,16.22747,,22.05,
SAVA,"Cassava Sciences, Inc.",Healthcare,,,,,41.51,0.07306412717894561,1661097344,,0.5,-0.564,0.838,-69.18333,,,,
SBCF,Seacoast Banking Corporation of,Financial Services,,,,,37.13,0.14766297061440925,2166502144,,1.29,2.083,0.09,18.024273,17.825253,,,
SBGI,"Sinclair Broadcast Group, Inc.",Communication Services,,,,,26.88,0.12037881296051613,2030469504,,1.43,1.899,-0.4471,42.666664,14.154818,,,
SBLK,Star Bulk Carriers Corp.,Industrials,,,,,31.31,-0.07703885807268251,3201134336,,1.0,4.074,-0.1561,5.445217,7.685322,,,
SBRA,"Sabra Health Care REIT, Inc.",Real Estate,,,,,13.21,0.06448127030232342,3020836352,,1.38,-0.242,0.073,17.381578,,,,
SBSI,"Southside Bancshares, Inc.",Financial Services,,,,,41.82,0.1303616464289874,1349786496,,0.57,3.482,0.02,14.725352,12.010339,,,
SCHL,Scholastic Corporation,Communication Services,,,,,42.64,0.04836139991523236,1473497728,,0.82,1.084,0.091,28.81081,39.335793,,,
SCHN,"Schnitzer Steel Industries, Inc",Basic Materials,,,,,41.58,0.01984445489014064,1156909440,,1.52,5.657,0.1,5.7669907,7.350186,,,
SCOR,"comScore, Inc.",Communication Services,,,,,2.5,-0.19962913388776982,227998000,,1.14,-0.958,0.2,-4.6296296,,,,
SCPL,SciPlay Corporation,Communication Services,,,,,13.1,-0.016443603240462012,321430784,,0.35,0.862,0.139,14.555556,15.197216,,,
SCSC,"ScanSource, Inc.",Technology,,,,,30.78,-0.020719895488674256,789543936,,1.54,1.753,0.14,8.296496,17.558472,,,
SCVL,"Shoe Carnival, Inc.",Consumer Cyclical,,,,,29.85,0.14240110052355814,840734208,,1.42,4.948,0.1,7.773438,6.0327406,,,
SCWX,SecureWorks Corp.,Technology,,,,,14.39,0.0024723150603518373,1211669632,,1.02,-0.492,-1.9569999999999999,-62.565216,,,,
SDC,"SmileDirectClub, Inc.",Healthcare,,,,,2.23,-0.18295558073517826,865485312,,2.49,-2.334,0.348,-3.596774,,,,
SDGR,"Schrodinger, Inc.",Healthcare,,,,,26.46,-0.00878933284262906,1875900032,,1.2,-1.155,0.15,-21.688524,,,,
SEAC,"SeaChange International, Inc.",Technology,,,,,1.3,-0.15924930727551168,48370920,,0.72,-0.239,0.53,-6.842105,,,,
SEER,"Seer, Inc.",Healthcare,,,,,12.91,-0.13771947255694017,796656704,,,-1.252,-0.297,-9.423358,,,,
SEIC,SEI Investments Company,Financial Services,,,,,58.795,0.1298591949450496,8199138304,,1.09,3.652,0.12,14.410539,16.099398,,18.96,
SFIX,"Stitch Fix, Inc.",Consumer Cyclical,,,,,12.25,-0.022147949263191413,1332800000,,1.77,-0.192,0.228,-14.939025,,,,
SFM,"Sprouts Farmers Market, Inc.",Consumer Defensive,,,,,29.31,-0.03369666413902794,3290311168,,0.23,2.35,0.0058,14.228155,12.472341,,,
SFNC,Simmons First National Corporat,Financial Services,,,,,28.82,0.10334333149453423,3309400576,,0.82,2.528,0.05,14.779487,11.400316,,,
SFST,"Southern First Bancshares, Inc.",Financial Services,,,,,57.11,0.23819298178964624,451933152,,0.93,5.463,0.08,12.30819,10.453963,,,
SGA,"Saga Communications, Inc.",Communication Services,,,,,22.41,-0.002445855131084307,134020536,,0.73,1.623,0.02,,13.807763,,,
SGC,"Superior Group of Companies, In",Consumer Cyclical,,,,,20.67,0.1560133589344206,330124704,,0.94,2.243,-0.12,8.402439,9.215337,,,
SGEN,Seagen Inc.,Healthcare,,,,,123.5,0.211986753985123,22582716416,,0.78,-1.838,0.392,-141.95403,,,27.45,
SGH,"SMART Global Holdings, Inc.",Technology,,,,,28.99,0.1552328167293242,715438400,,1.06,0.83,0.36060000000000003,4.288461,34.92771,,,
SGMO,"Sangamo Therapeutics, Inc.",Healthcare,,,,,5.68,0.0026514946097533354,827434048,,1.53,-1.264,-0.179,-4.086331,,,,
SGMS,Scientific Games Corp,Consumer Cyclical,,,,,62.015,0.1740556213256894,5985216512,,1.93,1.891,-0.7414000000000001,38.046013,32.794815,,,
SGRY,"Surgery Partners, Inc.",Healthcare,,,,,47.34,0.09507828487653637,4229199616,,3.02,-1.36,0.34,110.093025,,,,
SHBI,Shore Bancshares Inc,Financial Services,,,,,20.87,0.14847491676814584,413347072,,0.98,1.399,0.1,13.208861,14.917798,,,
SHC,Sotera Health Company,Healthcare,,,,,21.92,-0.014768525589961556,6201540608,,,0.136,0.3342,21.490196,161.17647,,,
SHEN,Shenandoah Telecommunications C,Communication Services,,,,,21.72,0.2202978539700835,1085248512,,0.17,20.904,0.244,86.88,1.0390356,,,
SHLS,"Shoals Technologies Group, Inc.",Technology,,,,,12.43,-0.093977218723169,1294957440,,,0.081,0.3468,25.367348,153.45679,,,
SHOO,"Steven Madden, Ltd.",Consumer Cyclical,,,,,41.58,0.08519577484156769,3384321024,,1.27,1.827,0.1,14.28866,22.758621,,,
SHYF,"The Shyft Group, Inc.",Industrials,,,,,43.81,0.2371151630871433,1548464512,,1.5,1.555,0.15,18.965368,28.173635,,,
SIBN,"SI-BONE, Inc.",Healthcare,,,,,19.23,-0.00483984658706782,644008832,,1.47,-1.562,0.42200000000000004,-14.139706,,,,
SIEN,"Sientra, Inc.",Healthcare,,,,,2.74,-0.16775796725876113,159255648,,2.04,-1.227,0.2,-4.089552,,,,
SIGA,SIGA Technologies Inc.,Healthcare,,,,,6.17,0.06827634425354479,457297600,,0.42,0.212,0.01,7.7125,29.103775,,,
SIGI,"Selective Insurance Group, Inc.",Financial Services,,,,,79.12,0.177603972925056,4756971520,,0.83,7.027,0.134,13.880703,11.259428,,,
SILC,Silicom Ltd,Technology,,,,,41.27,0.10751277154927476,284004864,,0.65,1.157,0.15,16.184315,35.669838,,,
SILK,"Silk Road Medical, Inc.",Healthcare,,,,,31.05,-0.01648266584853264,1083533184,,1.57,-1.507,1.0070000000000001,-31.05,,,,
SIMO,Silicon Motion Technology Corpo,Technology,,,,,76.9,0.17995733873112774,2685747968,,1.03,4.042,0.07,10.592286,19.025236,,,
SIRI,Sirius XM Holdings Inc.,Communication Services,,,,,6.015,0.11746337597879597,24056932352,,1.0,0.077,0.10800000000000001,17.691175,78.11688,,17.18,
SITM,SiTime Corporation,Technology,,,,,188.82,0.30210557349494427,3881006336,,1.02,0.727,1.2498,55.049564,259.7249,,,
SKYW,"SkyWest, Inc.",Industrials,,,,,29.0,0.10274862564097532,1461017088,,1.87,1.214,-0.2632,8.333333,23.887974,,,
SLAB,"Silicon Laboratories, Inc.",Technology,,,,,151.71,0.12423794479041739,6096800256,,1.15,47.688,0.102,65.96088,3.1813037,,,
SLGN,Silgan Holdings Inc.,Consumer Cyclical,,,,,41.91,0.08241133716431204,4627282944,,0.8,3.009,0.064,11.235925,13.928215,,,
SLM,SLM Corporation,Financial Services,,,,,19.75,0.13912730957042108,5790245376,,1.29,3.753,0.1707,7.1043167,5.262457,,23.78,
SLNO,"Soleno Therapeutics, Inc.",Healthcare,,,,,0.3301,-0.33461773115753585,26344124,,0.31,-0.388,0.15,-0.7859524,,,,
SLP,"Simulations Plus, Inc.",Healthcare,,,,,37.3312,0.2783604025822628,752925504,,0.07,0.47,0.15,58.33,79.428085,,,
SLRC,Solar Capital Ltd.,Financial Services,,,,,17.96,0.05664598406708454,759003904,,1.21,1.697,-0.042,11.295597,10.583382,,,
SMCI,"Super Micro Computer, Inc.",Technology,,,,,39.8,0.08343922953775351,2032816768,,1.36,2.081,0.1,9.974937,19.12542,,,
SMED,Sharps Compliance Corp.,Industrials,,,,,6.0,0.050126232317314834,115375200,,-0.3,0.721,0.225,33.333332,8.321775,,,
SMMF,"Summit Financial Group, Inc.",Financial Services,,,,,27.355,0.2314624274262267,355699808,,0.43,3.31,0.08,9.400343,8.264351,,,
SMPL,The Simply Good Foods Company,Consumer Defensive,,,,,38.12,0.12178958783725256,3660747264,,1.06,0.42,0.09179999999999999,24.593548,90.7619,,,
SMSI,"Smith Micro Software, Inc.",Technology,,,,,3.955,-0.09331231015656305,215806160,,0.69,-0.552,0.1075,197.75,,,,
SMTC,Semtech Corporation,Technology,,,,,69.93,0.08974508613134047,4506065408,,1.49,1.619,0.115,22.2707,43.19333,,,
SNAX,"Stryve Foods, Inc.",Consumer Defensive,,,,,2.4932,-0.129989421552959,21793710,,0.45,-0.926,0.3,-3.7775757,,,,
SNBR,Sleep Number Corporation,Consumer Cyclical,,,,,63.59,0.07993572877060795,1440122752,,1.74,7.842,0.068,8.593244,8.108901,,,
SNCR,"Synchronoss Technologies, Inc.",Technology,,,,,1.698,-0.25843073753265156,150002832,,0.92,-1.254,0.1,18.866665,,,,
SND,"Smart Sand, Inc.",Energy,,,,,2.65,-0.1296873659234995,119953848,,1.88,-0.992,-0.026000000000000002,-6.0227275,,,,
SNES,"SenesTech, Inc.",Basic Materials,,,,,0.76,-0.41246061447793525,9277548,,1.51,-0.855,0.3,-0.9268293,,,,
SNEX,StoneX Group Inc.,Financial Services,,,,,77.3,0.12532467631790478,1541957248,,1.2,5.74,0.19,10.980114,13.4669,,,
SNGX,"Soligenix, Inc.",Healthcare,,,,,0.7202,-0.19862738403284871,30877422,,1.21,-0.363,0.01,-1.5004168,,,,
SNY,Sanofi,Healthcare,,,,,52.89,0.07349083018257052,132940603392,,0.46,2.787,0.10300000000000001,12.357476,18.977396,,,
SOFI,"SoFi Technologies, Inc.",Financial Services,,,,,10.2,-0.01716920747994166,8156226048,,,-1.769,0.47,-33.999996,,,,
SOFO,"Sonic Foundry, Inc.",Technology,,,,,3.0,-0.10262255584492508,27286080,,,0.36,0.25,,8.333333,,,
SOHU,Sohu.com Limited,Communication Services,,,,,17.98,-0.09508778101791682,706727232,,2.12,24.402,0.051699999999999996,78.17391,0.7368248,,,
SONM,"Sonim Technologies, Inc.",Technology,,,,,0.555,-0.40986540941584293,8916852,,3.4,-4.708,0.25,-0.21346155,,,,
SONO,"Sonos, Inc.",Technology,,,,,26.245,0.029121379262098568,3336500736,,1.9,1.13,0.17,14.911932,23.225664,,,
SOVO,"Sovos Brands, Inc.",Consumer Defensive,,,,,12.9197,-0.0008911452923884289,1303507200,,,0.071,0.1143,18.999557,181.96759,,,
SP,SP Plus Corporation,Industrials,,,,,26.74,0.04017786498355713,620980352,,1.66,1.094,0.1,11.095435,24.442413,,,
SPLK,Splunk Inc.,Technology,,,,,116.48,0.12596784748877465,18495510528,,1.32,-8.24,-0.3258,-86.92538,,,17.81,
SPNE,SeaSpine Holdings Corporation,Healthcare,,,,,11.21,-0.05566103586969195,408512576,,1.18,-1.462,-0.09,-10.008928,,,,
SPNS,Sapiens International Corporati,Technology,,,,,25.71,0.23503843205934927,1409190784,,1.39,0.751,0.14400000000000002,20.404762,34.234352,,,
SPRO,"Spero Therapeutics, Inc.",Healthcare,,,,,8.9,-0.023457962550821887,287680032,,1.53,-2.667,0.369,-2.6567163,,,,
SPSC,"SPS Commerce, Inc.",Technology,,,,,124.44,0.25454890264630103,4475385344,,0.72,1.229,0.15,61.603962,101.25305,,,
SPTN,SpartanNash Company,Consumer Defensive,,,,,27.08,0.06979680604325167,973374336,,0.74,1.78,-0.08789999999999999,14.104167,15.213484,,,
SPWH,"Sportsman's Warehouse Holdings,",Consumer Cyclical,,,,,10.61,0.0060869424685663365,465566784,,0.96,1.79,0.2072,6.9346404,5.9273744,,,
SPWR,SunPower Corporation,Technology,,,,,15.09,0.11210659578651615,2610388992,,,2.032,-0.665,32.106384,7.426181,,,
SRAD,Sportradar Group AG,Technology,,,,,13.295,-0.06205662367861587,3932953600,,,41.507,0.8917,69.97369,0.32030743,,,
SRAX,"SRAX, Inc.",Communication Services,,,,,4.8198,-0.00568795996767768,126032944,,1.95,-0.973,0.15,18.537693,,,,
SRCE,1st Source Corporation,Financial Services,,,,,49.395,0.09013075257965131,1224872576,,1.11,4.614,0.1,13.136969,10.705462,,,
SRCL,"Stericycle, Inc.",Industrials,,,,,57.66,-0.042851691593767116,5296820736,,1.38,0.413,0.11,24.853449,139.6126,,25.41,
SRDX,"Surmodics, Inc.",Healthcare,,,,,43.14,0.11405621284777556,602894464,,1.01,0.3,0.1,-43.14,143.79999,,,
SREV,"ServiceSource International, In",Technology,,,,,1.11,-0.23424633203413758,109964928,,1.9,-0.195,0.25,-111.00001,,,,
SRGA,"Surgalign Holdings, Inc.",Healthcare,,,,,0.3207,-0.21981944778091356,44641440,,2.1,-1.295,0.15,-0.7458139,,,,
SRNE,"Sorrento Therapeutics, Inc.",Healthcare,,,,,2.71,-0.11792803802243423,830170560,,2.25,-1.249,0.37,1.6325302,,,,
SRPT,"Sarepta Therapeutics, Inc.",Healthcare,,,,,75.035,0.28236254780674197,6533815296,,1.25,-6.115,0.96,-16.786356,,,,
SRRA,"Sierra Oncology, Inc.",Healthcare,,,,,31.5687,-0.5210225086926041,475266784,,0.64,-7.157,0.598,-6.1298447,,,,
SRZN,"Surrozen, Inc.",Healthcare,,,,,2.57,-0.12953440772196156,90020416,,,-4.239,0.299,-1.3891891,,,,
SSB,SouthState Corporation,Financial Services,,,,,88.1,0.12396491164324687,6151141888,,0.95,6.399,0.12,15.402099,13.767776,,,
SSKN,"Strata Skin Sciences, Inc.",Healthcare,,,,,1.55,-0.39708816855461726,53265284,,2.17,-0.068,0.25,-15.499999,,,,
SSNC,"SS&C Technologies Holdings, Inc",Technology,,,,,74.72,0.2316523444730212,18998978560,,1.6,2.789,0.0296,14.232381,26.790964,,22.81,
SSP,E.W. Scripps Company (The),Communication Services,,,,,21.53,0.11016690076949477,1776748288,,1.92,3.191,0.1,5.89863,6.7471013,,,
SSRM,SSR Mining Inc.,Basic Materials,,,,,19.525,0.006111574611759929,4135609856,,1.04,1.128,-0.2683,12.678572,17.309397,,,
SSYS,"Stratasys, Ltd.",Technology,,,,,25.03,-0.044396317932209876,1638639104,,1.34,-0.759,0.33,208.58334,,,,
STAA,STAAR Surgical Company,Healthcare,,,,,65.73,0.20254619985979705,3128768000,,0.94,0.469,0.3,86.48685,140.14926,,,
STBA,"S&T Bancorp, Inc.",Financial Services,,,,,31.04,0.06438915138495505,1221436416,,0.68,2.859,0.1,12.617887,10.856943,,,
STCN,"Steel Connect, Inc. Common Stoc",Industrials,,,,,1.0435,-0.15862859787634243,63066736,,0.77,-1.012,0.1,,,,,
STER,Sterling Check Corp.,Technology,,,,,20.29,-0.02562398996713522,1943960576,,,-0.252,0.591,18.962616,,,,
STFC,State Auto Financial Corporatio,Financial Services,,,,,51.8,0.15307782405190418,2305731840,,0.36,1.609,0.08,110.21276,32.19391,,,
STGW,Stagwell Inc.,Communication Services,,,,,7.37,0.0011235477505808777,834298752,,0.84,-3.74,0.06,,,,,
STKL,"SunOpta, Inc.",Consumer Defensive,,,,,4.658,-0.01117137580521721,500124800,,2.16,0.638,0.3,33.271427,7.3009405,,,
STKS,"The ONE Group Hospitality, Inc.",Consumer Cyclical,,,,,11.73,0.08938313491738015,376622144,,2.5,0.647,0.012,13.964286,18.12983,,,
STLD,"Steel Dynamics, Inc.",Basic Materials,,,,,63.23,0.18630183619317986,12548057088,,1.51,11.005,0.3632,5.06245,5.74557,,34.29,
STNE,StoneCo Ltd.,Technology,,,,,10.55,-0.10183693393783999,3259222272,,2.36,-0.143,0.041100000000000005,14.452055,,,,
STOK,"Stoke Therapeutics, Inc.",Healthcare,,,,,19.2,-0.02839634656236545,706387200,,0.16,-2.091,-0.145,-7.2727275,,,,
STRA,"Strategic Education, Inc.",Consumer Defensive,,,,,50.95,-0.06278712388030072,1253395456,,0.52,1.623,0.06,10.956989,31.392483,,,
STRM,"Streamline Health Solutions, In",Healthcare,,,,,1.4499,-0.025578068747775906,69016112,,0.76,-0.201,0.15,-6.5904546,,,,
STRO,"Sutro Biopharma, Inc.",Healthcare,,,,,8.41,-0.056022965692847926,389133216,,0.85,-2.845,-0.21350000000000002,-2.7573771,,,,
STRR,"Star Equity Holdings, Inc.",Healthcare,,,,,1.2,-0.21840203422565285,6925176,,0.13,-0.188,0.16,6.0,,,,
STRT,STRATTEC SECURITY CORPORATION,Consumer Cyclical,,,,,38.8483,0.06064738007665493,153592592,,1.07,3.78,0.15,5.985871,10.2773285,,,
STXB,"Spirit of Texas Bancshares, Inc",Financial Services,,,,,28.68,0.029055614716722022,495074176,,1.0,2.586,0.006,13.401869,11.0904875,,,
SUMR,"Summer Infant, Inc.",Consumer Defensive,,,,,8.8701,-0.152962928341716,19201194,,1.6,-0.715,0.1,177.402,,,,
SUNS,SLR Senior Investment Corp.,Financial Services,,,,,13.8686,0.05935235368461811,222577152,,1.33,1.141,0.05,12.382678,12.154776,,,
SUNW,"Sunworks, Inc.",Technology,,,,,1.945,-0.15310035502231634,56567604,,1.56,-0.745,0.1,-3.137097,,,,
SUPN,"Supernus Pharmaceuticals, Inc.",Healthcare,,,,,31.99,0.1961569295311305,1701253760,,1.09,1.508,0.0169,14.8101845,21.213528,,,
SURG,"SurgePays, Inc.",Technology,,,,,2.8899,-0.2622994009638787,34813180,,1.92,-3.391,0.15,,,,,
SVC,Service Properties Trust - Shar,Real Estate,,,,,8.8,-0.04381853872199892,1452809600,,2.33,-2.939,0.05,-8.2242985,,,20.14,
SWAV,"ShockWave Medical, Inc.",Healthcare,,,,,158.26,0.18295834951213918,5587290112,,1.26,-1.088,0.777,128.66666,,,,
SWBI,"Smith & Wesson Brands, Inc.",Industrials,,,,,16.145,0.1478754674398115,779717952,,0.75,5.427,0.15,5.8075542,2.97494,,,
SWIM,"Latham Group, Inc.",Industrials,,,,,16.26,-0.044749937201732815,1948761088,,,-0.493,0.434,23.228573,,,,
SWIR,"Sierra Wireless, Inc.",Technology,,,,,17.41,0.06681915123632565,655564864,,1.88,-2.087,0.15,248.71428,,,,
SWKH,SWK Holdings Corporation,Financial Services,,,,,18.49,0.08470665914235997,236845808,,0.28,1.894,0.2,7.057252,9.762407,,,
SY,So-Young International Inc. - A,Healthcare,,,,,2.33,-0.18476267037753502,244314480,,0.32,0.051,0.1003,5.4186044,45.686275,,,
SYBT,"Stock Yards Bancorp, Inc.",Financial Services,,,,,55.21,0.16940665416691167,1467713664,,0.72,2.804,0.1,16.679758,19.68973,,,
SYNA,Synaptics Incorporated,Technology,,,,,214.72,0.1876690220184718,8432354816,,1.16,3.073,0.15,17.471115,69.87309,,,
SYNH,"Syneos Health, Inc.",Healthcare,,,,,78.5,0.14389999581866197,8139822080,,1.76,2.381,0.195,15.392158,32.96934,,,
SYNL,Synalloy Corporation,Basic Materials,,,,,16.92,0.04048500627274132,171966416,,0.64,0.383,0.124,47.0,44.177547,,,
SYPR,"Sypris Solutions, Inc.",Consumer Cyclical,,,,,1.952,-0.061704746868445855,42650616,,1.59,0.056,0.08,,34.857143,,,
TA,TravelCenters of America Inc.,Consumer Cyclical,,,,,41.77,0.035976930271824914,632247424,,2.02,2.726,0.05,12.891975,15.322817,,,
TACO,"Del Taco Restaurants, Inc.",Consumer Cyclical,,,,,12.485,0.029354968266029458,454359104,,1.98,0.543,0.12,22.294641,22.992634,,,
