ticker,name,sector,Earnings_expectation,irv_status,capm_status,esg_status,current_price,annu_return_10y,market_cap,marketcap_cat,beta,eps_ttm,growth_estimate_5y,pe_forward,pe_trailing,irv_FairValue,ESG_risk,capm_expected_return
174,PWR,"Quanta Services, Inc.",Industrials,,,,,101.89,0.1710160043516999,14519224320.0,,1.16,3.809,0.1543,16.730705,26.749804,,35.14,
175,PXD,Pioneer Natural Resources Compa,Energy,,,,,223.51,0.0774526181839407,54566387712.0,,1.84,6.28,0.7775,11.203508,35.590763,,36.08,
176,QCOM,QUALCOMM Incorporated,Technology,,,,,165.65,0.1307693260874896,185527992320.0,,1.27,7.87,0.2562,14.231099,21.048285,,18.0,
177,QRVO,"Qorvo, Inc.",Technology,,,,,129.97,0.0631313637359067,14325683200.0,,1.38,9.656,0.145,9.883651,13.460025,,32.3,
178,RJF,"Raymond James Financial, Inc.",Financial Services,,,,,109.035,0.1901410343272398,22478874624.0,,1.19,6.63,0.0853999999999999,13.854511,16.445702,,27.16,
179,RMD,ResMed Inc.,Healthcare,,,,,233.8,0.2513826105499213,34070040576.0,,0.3,3.412,0.233,34.281525,68.522865,,26.46,
180,ROK,"Rockwell Automation, Inc.",Industrials,,,,,261.4,0.1473889233387575,30325796864.0,,1.37,11.58,0.1241,21.947943,22.573402,,19.68,
181,ROP,"Roper Technologies, Inc.",Industrials,,,,,439.75,0.1732455689156384,46387027968.0,,1.06,10.537,0.119,28.81717,41.73389,,22.79,
182,ROST,"Ross Stores, Inc.",Consumer Cyclical,,,,,93.07,0.1441061643664432,32884420608.0,,1.03,4.465,0.9374,17.363806,20.844343,,16.14,
183,RTX,Raytheon Technologies Corporati,Industrials,,,,,93.84,0.0847585685743708,140457836544.0,,1.01,2.2,0.228,18.80561,42.65454,,999.0,
184,SBAC,SBA Communications Corporation,Real Estate,,,,,297.16,0.2042531142449553,32325361664.0,,0.31,2.606,1.8932,74.663315,114.02917,,14.52,
185,SBNY,Signature Bank,Financial Services,,,,,337.79,0.196788219459836,20481019904.0,,1.89,13.954,0.0632,19.570684,24.207396,,28.14,
186,SNA,Snap-On Incorporated,Industrials,,,,,210.16,0.1541655065697553,11250915328.0,,1.22,14.653,0.1009999999999999,14.001332,14.342456,,30.54,
187,SO,Southern Company (The),Utilities,,,,,64.38,0.0875703404429748,68229922816.0,,0.48,2.801,0.062,18.18644,22.984646,,33.46,
188,STX,Seagate Technology Holdings PLC,Technology,,,,,105.61,0.201434427434497,23512588288.0,,1.06,6.795,0.2187,11.380388,15.542311,,10.66,
189,SWKS,"Skyworks Solutions, Inc.",Technology,,,,,134.785,0.1927899131769126,22291689472.0,,1.11,8.97,0.1255,10.472805,15.026198,,32.93,
190,SYF,Synchrony Financial,Financial Services,,,,,42.89,0.0789154685892512,23471937536.0,,1.67,7.069,0.384,7.498252,6.0673366,,18.7,
191,SYY,Sysco Corporation,Consumer Defensive,,,,,84.05,0.1434563483166153,43088740352.0,,1.34,1.332,0.5309,19.96437,63.1006,,12.14,
192,TDY,Teledyne Technologies Incorpora,Technology,,,,,416.49,0.2117108694508023,19431424000.0,,1.12,9.939,0.2327,23.437815,41.904617,,999.0,
193,TFC,Truist Financial Corporation,Financial Services,,,,,62.23,0.1104990340593254,83070205952.0,,1.27,4.238,0.046,12.804526,14.683813,,999.0,
194,TFX,Teleflex Incorporated,Healthcare,,,,,323.175,0.1955712643279072,15139132416.0,,1.1,9.144,0.11,22.694874,35.342846,,29.01,
195,TGT,Target Corporation,Consumer Defensive,,,,,196.6131,0.1687396564172157,94202052608.0,,1.02,13.587,0.148,14.694551,14.470677,,14.79,
196,TMO,Thermo Fisher Scientific Inc,Healthcare,,,,,531.48,0.2575284161295443,209428627456.0,,0.74,21.544,0.118,24.458353,24.669512,,14.24,
197,TROW,"T. Rowe Price Group, Inc.",Financial Services,,,,,142.56,0.1207240989668463,32674465792.0,,1.22,13.27,0.122,10.678651,10.743029,,16.74,
198,TRV,"The Travelers Companies, Inc.",Financial Services,,,,,171.24,0.1393913726084725,42126581760.0,,0.78,14.281,0.0855,13.644622,11.990757,,19.43,
199,TSLA,"Tesla, Inc.",Consumer Cyclical,,,,,806.05,0.6095863456987747,809483763712.0,,2.04,3.062,0.7295,92.01484,263.24298,,28.54,
200,TSN,"Tyson Foods, Inc.",Consumer Defensive,,,,,92.15,0.1911183054457377,33457913856.0,,0.82,8.34,0.075,12.093176,11.049161,,37.23,
201,TT,Trane Technologies plc,Industrials,,,,,151.64,0.2177249303576471,36020563968.0,,1.22,5.562,0.2229,21.724928,27.263575,,15.68,
202,TTWO,"Take-Two Interactive Software, ",Communication Services,,,,,158.23,0.2610372666546141,18243917824.0,,0.61,4.836,0.1361,23.616419,32.71919,,999.0,
203,TXN,Texas Instruments Incorporated,Technology,,,,,166.5953,0.2053713965423029,153855098880.0,,0.93,7.788,0.1,20.242445,21.391281,,20.28,
204,UA,"Under Armour, Inc.",Consumer Cyclical,,,,,14.24,-0.1008060773611491,7350346240.0,,1.25,0.945,0.218,17.8,15.068783,,999.0,
205,UAA,"Under Armour, Inc.",Consumer Cyclical,,,,,16.195,0.0462632308259196,7086866944.0,,1.25,0.945,0.278,20.5,17.137566,,16.25,
206,UHS,"Universal Health Services, Inc.",Healthcare,,,,,134.155,0.1249620488426776,10782962688.0,,1.16,12.423,0.0821,10.960376,10.798921,,30.9,
207,URI,"United Rentals, Inc.",Industrials,,,,,311.82,0.2219838569928927,22574022656.0,,1.91,16.534,0.2123,12.180469,18.85932,,18.26,
208,VFC,V.F. Corporation,Consumer Cyclical,,,,,58.32,0.0808896202857267,22907047936.0,,1.48,3.12,0.4574,15.677419,18.692308,,12.73,
209,VMC,Vulcan Materials Company (Holdi,Basic Materials,,,,,183.61,0.156006135529396,24365965312.0,,0.63,4.85,0.1914999999999999,29.190779,37.857735,,29.22,
210,VRSK,"Verisk Analytics, Inc.",Industrials,,,,,187.29,0.1638829637804413,30183841792.0,,0.76,4.28,0.0994999999999999,31.319397,43.759342,,20.01,
211,VRTX,Vertex Pharmaceuticals Incorpor,Healthcare,,,,,231.255,0.1959781364709583,58797047808.0,,0.6,8.338,0.1025,17.257837,27.735067,,25.05,
212,WBA,"Walgreens Boots Alliance, Inc.",Healthcare,,,,,46.18,0.0564272179199007,39896981504.0,,0.55,2.933,0.0293,9.054902,15.74497,,18.38,
213,WDC,Western Digital Corporation,Technology,,,,,53.32,0.0551503505520685,16615738368.0,,1.54,4.78,0.2,5.937639,11.154811,,12.02,
214,WEC,"WEC Energy Group, Inc.",Utilities,,,,,89.55,0.1390439642070284,28247205888.0,,0.25,4.15,0.066,20.82558,21.578314,,27.52,
215,WFC,Wells Fargo & Company,Financial Services,,,,,55.39,0.0922465930594276,220852666368.0,,1.31,4.192,1.1586,14.810161,13.2132635,,32.84,
216,WRB,W.R. Berkley Corporation,Financial Services,,,,,90.4,0.1646555837509002,15968256000.0,,0.85,5.565,0.09,17.351248,16.244385,,24.31,
217,WRK,Westrock Company,Consumer Cyclical,,,,,46.51,0.0009992846353514,12236222464.0,,1.12,3.13,0.2062,9.066277,14.859424,,999.0,
218,XRAY,DENTSPLY SIRONA Inc.,Healthcare,,,,,55.18,0.0441381361596584,12062734336.0,,0.91,1.902,0.2496999999999999,17.297806,29.011568,,20.12,
219,XYL,Xylem Inc.,Industrials,,,,,89.845,0.1404035770882632,16201298944.0,,1.03,2.549,0.1876,29.948334,35.247154,,15.95,
220,YUM,"Yum! Brands, Inc.",Consumer Cyclical,,,,,124.23,0.1225513625940317,36415913984.0,,1.11,5.178,0.1521,25.096972,23.99189,,21.68,
221,ZION,Zions Bancorporation N.A.,Financial Services,,,,,70.87,0.1568944271801797,11088533504.0,,1.41,7.078,-0.324,15.373102,10.012715,,999.0,
222,AAWW,Atlas Air Worldwide Holdings,Industrials,,,,,74.99,0.053264979584185,2176832256.0,,1.12,16.919,0.1,5.7907333,4.432295,,999.0,
223,ACBI,"Atlantic Capital Bancshares, In",Financial Services,,,,,31.92,0.0784429170879599,648126016.0,,0.82,2.357,0.18,16.800001,13.542639,,999.0,
224,ACGL,Arch Capital Group Ltd.,Financial Services,,,,,46.93,0.1436886640709787,18121269248.0,,0.87,4.961,0.4925,12.415344,9.459786,,21.08,
225,ACLS,"Axcelis Technologies, Inc.",Technology,,,,,65.445,0.2490629364744616,2180090624.0,,1.49,2.25,0.2,17.881147,29.086666,,999.0,
226,ACMR,"ACM Research, Inc.",Technology,,,,,75.96,0.297895399739746,1481812480.0,,0.56,1.431,0.2,36.695652,53.08176,,999.0,
227,ADES,"Advanced Emissions Solutions, I",Industrials,,,,,6.25,-0.0321861259467545,117906872.0,,0.54,2.999,0.5,1.4400921,2.084028,,999.0,
228,ADTN,"ADTRAN, Inc.",Technology,,,,,20.435,-0.0411011370852977,994775744.0,,1.33,0.034,0.023,31.438461,601.02936,,999.0,
229,ADUS,Addus HomeCare Corporation,Healthcare,,,,,71.225,0.3455973876184806,1134429056.0,,0.77,2.53,0.15,17.98611,28.152174,,999.0,
230,AGIO,"Agios Pharmaceuticals, Inc.",Healthcare,,,,,29.0,-0.0075397432151029,1574946560.0,,1.5,24.95,0.39,-4.769737,1.1623247,,999.0,
231,AGNC,AGNC Investment Corp.,Real Estate,,,,,13.055,0.0347484903013883,6852674048.0,,1.02,2.713,0.0304,5.180556,4.812016,,16.68,
232,AIMC,Altra Industrial Motion Corp.,Industrials,,,,,43.68,0.0975034903589078,2835688192.0,,2.32,2.251,0.15,11.434555,19.404709,,999.0,
233,AINV,Apollo Investment Corporation -,Financial Services,,,,,13.45,0.0582565743916601,865569344.0,,2.01,2.043,0.03,9.676259,6.5834556,,999.0,
234,ALGT,Allegiant Travel Company,Industrials,,,,,169.27,0.1482773048846093,3061704960.0,,1.57,6.572,1.394,13.829249,25.756239,,999.0,
235,ALTM,Altus Midstream Company,Energy,,,,,58.8047,-0.0984229862457317,220309456.0,,4.0,5.735,0.172,10.63376,10.253653,,999.0,
236,AMCX,AMC Networks Inc.,Communication Services,,,,,38.505,-0.0153133004361936,1626920960.0,,1.1,7.502,-0.122,4.730344,5.1326313,,999.0,
237,AMED,Amedisys Inc,Healthcare,,,,,138.69,0.2826169720303506,4521627136.0,,0.69,6.658,0.0365,23.309244,20.83058,,999.0,
238,AMEH,"Apollo Medical Holdings, Inc.",Healthcare,,,,,52.455,0.4268212367857104,2913828096.0,,0.35,1.613,0.083,37.20213,32.52015,,999.0,
239,AMKR,"Amkor Technology, Inc.",Technology,,,,,22.43,0.1337806696166696,5484695552.0,,1.51,2.269,0.2144,9.155102,9.885412,,999.0,
240,AMSF,"AMERISAFE, Inc.",Financial Services,,,,,53.13,0.1369725273070572,1028814656.0,,0.35,4.679,0.1,17.30619,11.354991,,999.0,
241,AMSWA,"American Software, Inc.",Technology,,,,,19.88,0.1266656741616036,665936256.0,,0.73,0.34,0.16,49.699997,58.470585,,999.0,
242,AMWD,American Woodmark Corporation,Consumer Cyclical,,,,,50.54,0.126923358563145,837427584.0,,2.17,1.459,0.08,7.1485147,34.640163,,999.0,
243,AOSL,Alpha and Omega Semiconductor L,Technology,,,,,49.26,0.1653965267550214,1299355648.0,,2.56,2.612,0.17,11.617925,18.859112,,999.0,
244,APPS,"Digital Turbine, Inc.",Technology,,,,,43.8,0.2786574103885908,4232205312.0,,2.19,0.53,0.5,20.372091,82.64151,,999.0,
245,ARCB,ArcBest Corporation,Industrials,,,,,85.22,0.1736524112200526,2178930432.0,,1.65,6.407,0.33,9.532439,13.301077,,999.0,
246,ARLP,"Alliance Resource Partners, L.P",Energy,,,,,12.64,-0.0229288797647332,1607744896.0,,1.71,1.243,-0.0683,5.056,10.168946,,999.0,
247,AROW,Arrow Financial Corporation,Financial Services,,,,,34.72,0.0837806524110265,556332480.0,,0.67,3.243,0.069,12.268552,10.706137,,999.0,
248,ARTNA,Artesian Resources Corporation,Utilities,,,,,46.495,0.1233669307298048,437165056.0,,0.05,1.791,0.04,23.721937,25.960356,,999.0,
249,ASML,ASML Holding N.V. - New York Re,Technology,,,,,634.79,0.3419632815808529,258025619456.0,,0.95,15.017,0.298,32.420326,42.271423,,999.0,
250,ASTE,"Astec Industries, Inc.",Industrials,,,,,50.72,0.0363671197506771,1154625664.0,,1.26,1.85,0.1,17.19322,27.416216,,999.0,
251,ASUR,Asure Software Inc,Technology,,,,,7.0,0.0399036368785605,139779504.0,,1.14,0.083,0.25,70.0,84.33735,,999.0,
252,ASYS,"Amtech Systems, Inc.",Technology,,,,,9.83,0.0091973602097734,140661408.0,,1.54,0.106,0.2,7.1751823,92.73585,,999.0,
253,ATLC,Atlanticus Holdings Corporation,Financial Services,,,,,60.18,0.2955965703877505,908344896.0,,1.45,6.539,0.2,6.6497235,9.203242,,999.0,
254,ATRC,"AtriCure, Inc.",Healthcare,,,,,63.29,0.1959857709088384,2907023616.0,,1.14,0.993,0.2,-65.927086,63.736156,,999.0,
255,ATRS,"Antares Pharma, Inc.",Healthcare,,,,,3.425,0.0240700850553468,582393856.0,,1.53,0.374,0.789,19.027777,9.157754,,999.0,
256,ATSG,"Air Transport Services Group, I",Industrials,,,,,27.72,0.1717757048249673,2056804480.0,,0.59,2.356,0.005,14.74468,11.765704,,999.0,
257,AUB,Atlantic Union Bankshares Corpo,Financial Services,,,,,40.84,0.1385903501564565,3089672704.0,,1.2,3.369,0.08,14.959707,12.122292,,999.0,
258,AUDC,AudioCodes Ltd.,Technology,,,,,27.675,0.2341875383602807,914105216.0,,0.54,1.028,0.25,16.875,26.921206,,999.0,
259,AVID,"Avid Technology, Inc.",Communication Services,,,,,29.93,0.0978247667088238,1347508480.0,,1.22,0.717,0.15,19.69079,41.743374,,999.0,
260,AVT,"Avnet, Inc.",Technology,,,,,40.68,0.0271608474683358,4036354816.0,,1.5,3.21,0.104,8.336065,12.672897,,10.35,
261,AXTI,AXT Inc,Technology,,,,,7.28,0.0362299068227542,311370720.0,,2.22,0.31,0.1,18.666668,23.483871,,999.0,
262,AZN,Astrazeneca PLC,Healthcare,,,,,60.96,0.1536777019982591,188902850560.0,,0.19,0.5415,0.206,15.670951,112.57618,,999.0,
263,AZPN,"Aspen Technology, Inc.",Technology,,,,,142.695,0.2085306654881704,9548964864.0,,1.36,4.778,0.073,26.974482,29.86501,,999.0,
264,AZTA,"Azenta, Inc.",Healthcare,,,,,83.04,0.2133174200235444,6220784128.0,,1.76,1.485,0.12,70.974365,55.919193,,999.0,
265,BANF,BancFirst Corporation,Financial Services,,,,,77.54,0.1678492501706063,2525648384.0,,1.29,4.94,0.07,21.302197,15.696356,,999.0,
266,BANR,Banner Corporation,Financial Services,,,,,62.25,0.1460688030553119,2132211840.0,,1.05,5.406,0.07,13.562091,11.514983,,999.0,
267,BBQ,"BBQ Holdings, Inc.",Consumer Cyclical,,,,,14.89,0.0321587424779479,156270560.0,,1.88,1.935,0.15,9.732026,7.695091,,999.0,
268,BBSI,"Barrett Business Services, Inc.",Industrials,,,,,60.73,0.1557594258792372,455773792.0,,1.48,4.519,0.15,12.547521,13.438813,,999.0,
269,BCBP,"BCB Bancorp, Inc. (NJ)",Financial Services,,,,,18.66,0.110779037101649,317837632.0,,0.55,1.721,0.1,10.141304,10.842534,,999.0,
270,BCOV,Brightcove Inc.,Technology,,,,,7.25,-0.0698142502097901,297909024.0,,0.69,0.171,0.15,20.138887,42.39766,,999.0,
271,BCPC,Balchem Corporation,Basic Materials,,,,,139.99,0.1525565857171666,4533100544.0,,0.62,2.86,0.24,33.410503,48.947556,,999.0,
272,BDSI,BioDelivery Sciences Internatio,Healthcare,,,,,5.56,0.0917097979843979,549305216.0,,0.84,0.29,0.25,16.848484,19.172415,,999.0,
273,BFIN,BankFinancial Corporation,Financial Services,,,,,11.065,0.0823759780243618,146950944.0,,0.58,0.516,0.08,18.139343,21.443798,,999.0,
274,BGCP,"BGC Partners, Inc.",Financial Services,,,,,4.705,0.0764830051856884,1734921728.0,,2.08,0.115,0.125,6.7214284,40.913044,,999.0,
275,BGFV,Big 5 Sporting Goods Corporatio,Consumer Cyclical,,,,,16.2303,0.1141775021035749,362111008.0,,2.91,4.602,-0.0654,5.2020197,3.5267928,,999.0,
276,BIDU,"Baidu, Inc.",Communication Services,,,,,152.995,0.0142185851082521,54021615616.0,,0.94,6.069,0.0169,17.113535,25.20926,,24.22,
277,BIOC,"Biocept, Inc.",Healthcare,,,,,2.26,-0.5607883942355807,38063372.0,,0.54,0.219,0.4,-2.1320755,10.319634,,999.0,
278,BLFS,"BioLife Solutions, Inc.",Healthcare,,,,,22.7,0.3510195954492179,945384640.0,,1.6,0.131,0.1,-378.33334,173.28246,,999.0,
279,BLMN,"Bloomin' Brands, Inc.",Consumer Cyclical,,,,,24.7,0.0811359893688952,2204455424.0,,2.05,1.358,-0.009,10.122951,18.188513,,999.0,
280,BMRC,Bank of Marin Bancorp,Financial Services,,,,,36.29,0.0882903568440922,581122688.0,,0.76,2.289,0.1,15.1841,15.854085,,999.0,
281,BMRN,BioMarin Pharmaceutical Inc.,Healthcare,,,,,86.365,0.0936544772468728,15856008192.0,,0.49,0.036,0.3215999999999999,183.75531,2399.0278,,25.85,
282,BNTX,BioNTech SE,Healthcare,,,,,150.505,0.2659136885234048,36500021248.0,,-0.87,31.543,-0.3009,3.7939253,4.7714233,,999.0,
283,BOKF,BOK Financial Corporation,Financial Services,,,,,102.23,0.0931746728656575,7012651008.0,,1.44,9.433,0.07,14.9240885,10.837486,,28.72,
284,BOOM,DMC Global Inc.,Energy,,,,,34.6,0.042223223526143,666949568.0,,1.08,0.093,0.2,32.95238,372.043,,999.0,
285,BPOP,"Popular, Inc.",Financial Services,,,,,90.13,0.1959674948036159,7197529088.0,,1.06,10.944,0.05,10.32417,8.235562,,999.0,
286,BRKL,"Brookline Bancorp, Inc.",Financial Services,,,,,17.33,0.0965658570532062,1345494272.0,,0.73,1.441,0.06,14.5630245,12.026371,,999.0,
287,BRKR,Bruker Corporation,Healthcare,,,,,68.965,0.159606749802551,10458887168.0,,1.23,1.771,0.2055,30.115719,38.941273,,999.0,
288,BSET,"Bassett Furniture Industries, I",Consumer Cyclical,,,,,16.3791,0.1106739522208748,159792048.0,,1.76,1.975,0.16,7.8368907,8.293216,,999.0,
289,BSRR,Sierra Bancorp,Financial Services,,,,,26.88,0.1353991322438612,414242304.0,,1.14,2.778,0.08,10.220531,9.676025,,999.0,
290,BUSE,First Busey Corporation,Financial Services,,,,,27.66,0.0978910306312172,1539804544.0,,0.99,2.19,0.06,13.427185,12.6301365,,999.0,
291,BWB,"Bridgewater Bancshares, Inc.",Financial Services,,,,,17.39,0.0325807432830185,488081632.0,,0.72,1.31,0.15,11.006329,13.274809,,999.0,
292,BWEN,"Broadwind, Inc.",Industrials,,,,,1.79,-0.1262234351970297,34871704.0,,1.41,0.269,0.24,-4.2619047,6.654275,,999.0,
293,BZUN,Baozun Inc.,Consumer Cyclical,,,,,10.995,0.0095306824921881,813233088.0,,1.13,0.059,-0.0070999999999999,11.951087,186.35593,,999.0,
294,CAAS,"China Automotive Systems, Inc.",Consumer Cyclical,,,,,2.69,-0.0629624119774314,82991344.0,,2.9,0.093,0.1,5.7234044,28.92473,,999.0,
295,CACC,Credit Acceptance Corporation,Financial Services,,,,,545.71,0.1865872894824445,7934405632.0,,1.17,53.745,0.2003,12.679136,10.153689,,999.0,
296,CAKE,The Cheesecake Factory Incorpor,Consumer Cyclical,,,,,42.44,0.0530701749253763,2214069248.0,,1.61,0.182,-0.1,13.646302,233.18681,,999.0,
297,CAR,"Avis Budget Group, Inc.",Industrials,,,,,152.02,0.2789478520674229,8581164544.0,,2.07,11.807,0.275,7.7919016,12.875413,,999.0,
298,CARG,"CarGurus, Inc.",Communication Services,,,,,32.415,0.0162842094281103,3814694656.0,,1.78,0.884,0.1939999999999999,22.827467,36.668552,,999.0,
299,CASY,"Caseys General Stores, Inc.",Consumer Defensive,,,,,181.99,0.1404389968039865,6753430528.0,,0.84,7.926,0.0795,19.760044,22.961142,,999.0,
300,CATY,Cathay General Bancorp,Financial Services,,,,,47.62,0.1318002253908925,3677383168.0,,1.29,3.71,0.08,12.87027,12.835579,,999.0,
301,CBAN,"Colony Bankcorp, Inc.",Financial Services,,,,,18.705,0.1804940071998058,255775904.0,,0.56,1.897,0.07,8.740654,9.860306,,999.0,
302,CBFV,"CB Financial Services, Inc.",Financial Services,,,,,26.17,0.0642864334832293,138252192.0,,0.78,1.42,0.1,14.620112,18.429579,,999.0,
303,CBRL,Cracker Barrel Old Country Stor,Consumer Cyclical,,,,,131.76,0.1313559864208648,3099245312.0,,1.4,4.938,0.7033,15.23237,26.682865,,999.0,
304,CBSH,"Commerce Bancshares, Inc.",Financial Services,,,,,70.8,0.1224240461486416,8636184576.0,,0.88,4.424,-0.087,21.008904,16.003618,,24.12,
305,CCBG,Capital City Bank Group,Financial Services,,,,,27.86,0.1385254610750927,470229440.0,,0.77,2.06,0.06,15.224044,13.524273,,999.0,
306,CCEP,Coca-Cola Europacific Partners ,Consumer Defensive,,,,,54.09,0.1285037958667072,24917532672.0,,0.74,1.515,0.3135,20.258427,35.702972,,999.0,
307,CCOI,"Cogent Communications Holdings,",Communication Services,,,,,62.5,0.1735707646152246,2979612416.0,,0.15,0.481,1.0069,57.339447,129.93762,,999.0,
308,CCRN,"Cross Country Healthcare, Inc.",Healthcare,,,,,20.945,0.1327873403627386,795987456.0,,1.02,1.597,0.4109,14.152026,13.115216,,999.0,
309,CDK,"CDK Global, Inc.",Technology,,,,,45.27,0.0461569084594575,5357025280.0,,1.3,8.57,0.1,14.280757,5.2823806,,20.65,
310,CDMO,"Avid Bioservices, Inc.",Healthcare,,,,,19.645,0.1463025673351257,1209768576.0,,2.3,0.136,0.15,61.39063,144.44853,,999.0,
311,CECE,CECO Environmental Corp.,Industrials,,,,,5.53,-0.0127108446081424,198024336.0,,1.2,0.057,0.15,9.875,97.01755,,999.0,
312,CELH,"Celsius Holdings, Inc.",Consumer Defensive,,,,,55.8575,0.7174227141329933,4178984448.0,,2.0,0.11,0.672,146.99342,507.79544,,999.0,
313,CENT,Central Garden & Pet Company,Consumer Defensive,,,,,45.81,0.1776354838469927,2350634752.0,,0.55,2.75,0.075,13.278261,16.658182,,999.0,
314,CENTA,Central Garden & Pet Company,Consumer Defensive,,,,,42.41,0.1601648466094882,2391512576.0,,0.55,2.75,0.059,12.117143,15.421818,,999.0,
315,CFFN,"Capitol Federal Financial, Inc.",Financial Services,,,,,11.06,0.0537513962708919,1535614720.0,,0.29,0.56,0.05,19.40351,19.75,,999.0,
316,CFMS,"Conformis, Inc.",Healthcare,,,,,0.5864,-0.2768801751101938,109126688.0,,1.3,0.045,-0.1458,-2.549565,13.03111,,999.0,
317,CG,The Carlyle Group Inc.,Financial Services,,,,,44.83,0.1390043558347886,15980192768.0,,1.43,7.73,0.2826,11.041873,5.799483,,999.0,
318,CGBD,"TCG BDC, Inc.",Financial Services,,,,,13.82,0.0260407762983732,740041664.0,,1.96,2.783,0.02,8.858974,4.965864,,999.0,
319,CGNX,Cognex Corporation,Technology,,,,,64.43,0.208323369828237,11391160320.0,,1.66,1.649,0.15,37.242775,39.072163,,999.0,
320,CHCO,City Holding Company,Financial Services,,,,,78.73,0.1185553665867606,1190256000.0,,0.6,5.531,0.08,15.841047,14.234316,,999.0,
321,CHDN,"Churchill Downs, Incorporated",Consumer Cyclical,,,,,214.51,0.285760266162862,8204814336.0,,1.2,5.574,2.099,23.59846,38.48403,,999.0,
322,CHKP,Check Point Software Technologi,Technology,,,,,133.69,0.0861426922917514,17753765888.0,,0.74,6.136,0.0659,18.213896,21.78781,,20.39,
323,CHUY,"Chuy's Holdings, Inc.",Consumer Cyclical,,,,,29.47,0.0694377598855917,583564928.0,,2.02,1.292,0.15,20.608393,22.809595,,999.0,
324,CHX,ChampionX Corporation,Energy,,,,,20.84,-0.0583025115913628,4211138816.0,,3.24,0.38,-0.0594,17.081966,54.842106,,999.0,
325,CIVB,"Civista Bancshares, Inc.",Financial Services,,,,,24.05,0.1882215300332672,364085728.0,,0.92,2.54,0.08,10.736607,9.468504,,999.0,
326,CLAR,Clarus Corporation,Consumer Cyclical,,,,,21.41,0.1048097351865591,791904512.0,,0.85,0.554,0.3289999999999999,13.993464,38.646206,,999.0,
327,CLRO,"ClearOne, Inc.",Technology,,,,,0.8815,-0.1467971574237841,19748244.0,,1.28,0.007,0.13,-1.2592857,125.928566,,999.0,
328,CMBM,Cambium Networks Corporation,Technology,,,,,25.75,0.1025557303442465,686134528.0,,0.37,1.624,0.2014999999999999,20.6,15.855912,,999.0,
329,CMCO,Columbus McKinnon Corporation,Industrials,,,,,44.43,0.1031124634151925,1263589248.0,,1.15,0.921,0.25,12.341667,48.241043,,999.0,
330,CMTL,Comtech Telecommunications Corp,Technology,,,,,19.87,-0.0182181053248609,523520864.0,,1.6,0.037,0.17,25.805197,537.02704,,999.0,
331,CNFR,"Conifer Holdings, Inc.",Financial Services,,,,,2.22,-0.1447271026916018,21551360.0,,1.22,0.307,0.15,-6.9375005,7.2312703,,999.0,
332,CNOB,"ConnectOne Bancorp, Inc.",Financial Services,,,,,33.65,0.1470910917477095,1332614144.0,,1.32,3.07,0.1,11.069079,10.960913,,999.0,
333,CNTY,"Century Casinos, Inc.",Consumer Cyclical,,,,,10.52,0.1387106642694884,311547712.0,,3.05,0.768,0.25,8.840336,13.697917,,999.0,
334,CNXN,"PC Connection, Inc.",Technology,,,,,48.63,0.2003549930373303,1274563200.0,,0.7,2.42,0.08,16.71134,20.095041,,999.0,
335,COHU,"Cohu, Inc.",Technology,,,,,31.22,0.112995938946905,1520054912.0,,1.74,3.46,0.5236999999999999,10.583051,9.023121,,999.0,
336,COLB,"Columbia Banking System, Inc.",Financial Services,,,,,36.34,0.0882005529305045,2853318656.0,,0.69,3.06,0.08,14.653226,11.875817,,999.0,
337,COLL,"Collegium Pharmaceutical, Inc.",Healthcare,,,,,22.17,0.0607703724926089,776145088.0,,0.97,2.691,0.0055,5.050114,8.238573,,999.0,
338,COLM,Columbia Sportswear Company,Consumer Cyclical,,,,,93.72,0.1545805216286706,6112146944.0,,0.91,4.402,0.317,17.009073,21.290323,,999.0,
339,CONE,CyrusOne Inc,Real Estate,,,,,89.98,0.1898054255102879,11657359360.0,,0.39,0.417,2.4781,374.9167,215.77939,,999.0,
340,CONN,"Conn's, Inc.",Consumer Cyclical,,,,,19.58,0.037728150323105,577935040.0,,2.5,4.2,0.23,8.513043,4.661905,,999.0,
341,COOP,Mr. Cooper Group Inc.,Financial Services,,,,,49.65,0.1525872259469407,3729837312.0,,1.57,16.04,-0.0853999999999999,8.881932,3.0953865,,999.0,
342,CORT,Corcept Therapeutics Incorporat,Healthcare,,,,,22.52,0.1837043216628231,2599979008.0,,0.61,0.83,-0.414,24.747253,27.132532,,999.0,
343,COWN,Cowen Inc.,Financial Services,,,,,29.45,0.3364513570452525,803605120.0,,1.43,9.802,0.1,4.421922,3.004489,,999.0,
344,CPLP,Capital Product Partners L.P.,Industrials,,,,,15.16,-0.0322207322411127,294023648.0,,0.93,3.502,0.1566,3.9376624,4.3289547,,999.0,
345,CPSI,"Computer Programs and Systems, ",Healthcare,,,,,29.83,-0.0429052297670878,436961760.0,,0.72,1.101,0.1278,11.256603,27.093552,,999.0,
346,CPSS,"Consumer Portfolio Services, In",Financial Services,,,,,11.0,0.2511825649722095,231809600.0,,2.48,1.288,0.2,13.253013,8.540373,,999.0,
347,CRAI,"CRA International,Inc.",Industrials,,,,,85.56,0.1401220158472982,635460928.0,,1.56,5.136,0.15,16.942574,16.658878,,999.0,
